Headline,Body ID,Stance
BREAKING: ISIS Beheads American Journalist James Wright Foley,984,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),984,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,984,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,984,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,984,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,984,unrelated
US officials: Video shows American's execution,984,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,984,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,984,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",984,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",984,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,984,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,984,unrelated
"Video showing American journalist beheaded believed real, officials and family say",984,unrelated
James Foley remembered as 'brave and tireless' journalist,984,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,984,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,984,unrelated
ISIS Militants Allegedly Contracted Ebola,984,unrelated
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",984,discuss
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,984,unrelated
Missing American journalist reportedly beheaded by Islamic State ,984,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",984,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,984,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,984,unrelated
ISIL Beheads American Photojournalist in Iraq,984,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',984,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,984,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,984,discuss
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",984,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,984,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",984,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",984,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,984,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,984,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,984,unrelated
6 Islamist militants killed in US attack in Somalia,984,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,984,unrelated
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,984,unrelated
"A message from Jim's mom, Diane Foley:",984,unrelated
"A Vice Guide To Spending $300,000 On Dinner",984,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",984,unrelated
NBC weatherman caught urinating in the woods live on air,984,discuss
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",984,unrelated
Audio recording allegedly captures moment Michael Brown was shot,984,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',984,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,984,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,984,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",984,unrelated
Islamic State claims to have beheaded American journalist,984,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,984,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,984,unrelated
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,984,discuss
Militant Group Says It Killed American Journalist in Syria,984,unrelated
ISIS Beheads American Journalist,984,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,984,unrelated
ISIL allegedly kills US journalist in video,984,unrelated
Video shows ISIL beheading of photojournalist James Foley,984,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,984,unrelated
Soldier shot near Canadian parliament building,984,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,984,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",984,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,984,discuss
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,984,unrelated
Isis claims to behead US journalist,984,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,984,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,984,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",984,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",984,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",984,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,984,unrelated
Another American hostage at risk by Islamic state,984,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",984,unrelated
New iOS 8 bug can delete all of your iCloud documents,984,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,984,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',984,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,984,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,984,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",984,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,984,unrelated
Islamic State militants claim to behead missing American journalist,984,unrelated
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",984,unrelated
Isis militants claim to have killed US journalist James Foley,984,unrelated
Video Purports to Show Beheading of American Journalist,984,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,984,unrelated
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,984,unrelated
NBC weatherman caught urinating in the woods live on air,1926,disagree
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1926,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1926,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1926,disagree
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1926,discuss
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,1926,unrelated
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1926,unrelated
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1926,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1926,agree
It Begins: HazMat-Wearing Passenger Spotted At Airport,1926,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1926,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1926,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1926,discuss
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1926,discuss
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],1926,unrelated
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1926,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport,1926,unrelated
Weather Channel’s Mike Seidel was not caught with his pants down,1926,agree
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1926,agree
"These egalitarian Lego instructions from the 1970s are pretty cool, but are they real?",1926,unrelated
That powerful Lego letter to parents from the 1970s? It's real,1926,unrelated
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1926,unrelated
Weatherman caught peeing live on camera,1926,disagree
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1926,discuss
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1926,disagree
"Woman At Dulles Plays It Safe, Wears A Rain Poncho And Mask",1926,unrelated
"Evander Kane ""On Way Out"" From Source, Price Is Very High; Who Is In?",1926,unrelated
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1926,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,1926,agree
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,1926,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1926,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,646,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,646,agree
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,646,unrelated
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,646,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,646,unrelated
Eggnog-chugging contest leads to hospital stay,646,unrelated
Mexico checks if 43 missing students in mass grave,646,discuss
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,646,unrelated
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",646,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",646,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,646,unrelated
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,646,unrelated
Pentagon: Somali terror group leader killed in U.S. airstrike,646,unrelated
White House fence-jumper made it far deeper into building than previously known,646,unrelated
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,646,unrelated
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,646,unrelated
Seth Rogen to play Woz in Jobs biopic,646,unrelated
Seth Rogen to Play Apple’s Steve Wozniak,646,unrelated
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,646,unrelated
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,646,unrelated
Newly Discovered Mass Grave Linked to Missing Mexican Students,646,disagree
US confirms death of Somalia terror group leader,646,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],646,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,646,unrelated
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,646,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,646,unrelated
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",646,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,646,unrelated
Seth Rogen Is Woz,646,unrelated
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),646,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,646,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,646,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,646,unrelated
The Apple Watch has a low-power mode that only tells the time,646,unrelated
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,646,unrelated
Mass grave found after 40 students disappear in Mexican protest,646,discuss
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,646,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,646,unrelated
Somali terrorist leader dead after US airstrike,646,unrelated
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,646,unrelated
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",646,discuss
Amazon's first brick-and-mortar store said to open in Manhattan,646,unrelated
Pentagon: Airstrike killed terror leader in Somalia,646,unrelated
6 Islamist militants killed in US attack in Somalia,646,unrelated
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,646,unrelated
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,646,unrelated
Mexican students not among bodies found in mass graves,646,agree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1976,discuss
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1976,agree
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1976,discuss
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,1976,disagree
Kurds Deny Gill Rosenberg was in Kobane,1976,agree
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1976,discuss
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1976,agree
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1976,discuss
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1976,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1976,agree
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1976,discuss
Conflicting reports on alleged IS capture of Canadian woman,1976,discuss
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1976,agree
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1976,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1976,agree
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1976,discuss
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1976,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1976,discuss
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1692,discuss
"Audio captured at time of Michael Brown shooting, company says",1692,discuss
Audio recording allegedly captures moment Michael Brown was shot,1692,discuss
Ferguson riots: audio may have captured Michael Brown shooting,1692,discuss
Video messaging service verifies timing of CNN audio recording,1692,discuss
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1692,discuss
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1692,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,1692,discuss
CNN audio: Is this the moment Michael Brown was shot?,1692,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1692,discuss
Alleged audio of Michael Brown shooting released,1692,discuss
CNN Plays Alleged Recording of Michael Brown Shooting,1692,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1692,discuss
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1692,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1692,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,1692,discuss
Audio of gunfire in Michael Brown case authenticated by app company,1692,discuss
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1692,discuss
Michael Brown shooting audio caught on tape?,1692,discuss
Alleged audio of Michael Brown shooting has surfaced,1692,discuss
